grievance_id,created_at,channel,citizen_text,category,location,latitude,longitude,department,severity,urgency,public_impact,vulnerability,recurrence,priority_score,priority,status,duplicate_cluster_id,related_complaint_count,semantic_similarity,sentiment,sla_hours,recommended_action,actual_resolution_hours,systemic_cluster
GRV-1469,2026-07-16T01:23:00,Web,Water is entering homes due to drainage blockage.,Drainage,Begumpet,17.439777,78.466395,Storm Water & Drainage Department,7,7,5,7,2,58,Medium,In Progress,CL-130,1,0.55,Urgent,23,Clear blocked drain,,No
GRV-1470,2026-08-14T00:27:00,Social Media,Waste is piling up near residential buildings in Kukatpally. A person with disability may be affected.,Sanitation,Kukatpally,17.48149,78.416499,Sanitation Department,4,3,4,9,2,42,Low,New,CL-119,0,0.55,Urgent,35,Increase collection frequency,,No
GRV-1471,2026-08-16T06:33:00,Web,Water pressure has been very low in Kondapur since 2 days. A elderly resident may be affected.,Water Supply,Kondapur,17.459794,78.361947,Water Supply Department,7,9,8,9,3,73,High,In Progress,CL-313,1,0.6,Urgent,15,Dispatch field inspection team,,No
GRV-1472,2026-07-26T22:05:00,Mobile App,Blocked drainage is creating a severe sanitation problem.,Drainage,Kondapur,17.460703,78.361148,Storm Water & Drainage Department,8,6,6,6,5,64,Medium,Assigned,CL-390,1,0.58,Urgent,22,Escalate flooding risk to engineering team,,No
GRV-1473,2026-07-26T20:06:00,Call Center,There is an open road crack/pothole near a school in Secunderabad. A school nearby may be affected.,Roads,Secunderabad,17.436124,78.496558,GHMC Roads Department,8,6,8,3,1,58,Medium,New,CL-416,1,0.7,Concerned,18,Dispatch road inspection team,,No
GRV-1474,2026-08-04T23:02:00,Call Center,Water pressure has been very low in Kondapur since 7 days. A local shops may be affected.,Water Supply,Kondapur,17.463513,78.36837,Water Supply Department,8,3,5,4,2,49,Low,Assigned,CL-202,6,0.65,Negative,7,Escalate to Zone Water Officer,,No
GRV-1475,2026-08-04T16:37:00,Walk-in,Overflowing garbage bins are causing a hygiene issue. A hospital nearby may be affected.,Sanitation,Kukatpally,17.48153,78.414808,Sanitation Department,8,7,3,9,3,62,Medium,Assigned,CL-146,3,0.67,Negative,14,Increase collection frequency,,No
GRV-1476,2026-08-02T17:02:00,Mobile App,Repeated complaints about the damaged road have not been resolved. A local shops may be affected.,Roads,Secunderabad,17.443876,78.499155,GHMC Roads Department,8,7,7,5,3,64,Medium,Escalated,CL-261,4,0.51,Concerned,69,Barricade hazardous section,,No
GRV-1477,2026-07-22T05:04:00,Mobile App,Heavy rain has caused waterlogging in Dilsukhnagar.,Drainage,Dilsukhnagar,17.370485,78.524386,Storm Water & Drainage Department,5,7,3,5,2,46,Low,In Progress,CL-218,2,0.52,Frustrated,14,Escalate flooding risk to engineering team,,No
GRV-1478,2026-08-10T23:20:00,Call Center,Garbage has not been collected in Kukatpally for 1 days. A hospital nearby may be affected.,Sanitation,Kukatpally,17.487919,78.41773,Sanitation Department,5,6,8,9,3,61,Medium,New,CL-315,6,0.55,Frustrated,35,Dispatch sanitation crew,,No
GRV-1479,2026-07-18T10:14:00,Social Media,Water is entering homes due to drainage blockage. A elderly resident may be affected.,Drainage,Dilsukhnagar,17.372001,78.524419,Storm Water & Drainage Department,9,3,6,9,7,69,Medium,Resolved,CL-319,6,0.66,Urgent,18,Dispatch drainage crew,18.7,No
GRV-1480,2026-07-20T05:17:00,Walk-in,The road near Secunderabad has been damaged for 4 days. A hospital nearby may be affected.,Roads,Secunderabad,17.437064,78.496008,GHMC Roads Department,3,5,7,9,8,58,Medium,New,CL-114,3,0.73,Urgent,41,Dispatch road inspection team,,No
GRV-1481,2026-07-22T20:05:00,Walk-in,Blocked drainage is creating a severe sanitation problem.,Drainage,Mehdipatnam,17.39917,78.450198,Storm Water & Drainage Department,4,3,5,8,1,42,Low,New,CL-276,5,0.5,Frustrated,10,Inspect storm-water line,,No
GRV-1482,2026-07-30T11:58:00,Social Media,A broken road section is causing traffic problems near Kukatpally. A child may be affected.,Roads,Kukatpally,17.482488,78.415582,GHMC Roads Department,5,6,9,9,8,70,High,In Progress,CL-343,3,0.87,Urgent,56,Barricade hazardous section,,No
GRV-1483,2026-08-03T13:53:00,Web,Our street has repeated missed waste collection complaints.,Sanitation,Dilsukhnagar,17.365092,78.526666,Sanitation Department,6,9,7,2,7,64,Medium,In Progress,CL-348,0,0.63,Concerned,20,Increase collection frequency,,No
GRV-1484,2026-08-05T18:52:00,Walk-in,We are facing repeated power cuts in Kukatpally. A school nearby may be affected.,Electricity,Kukatpally,17.484183,78.412618,Electricity Distribution Department,4,8,2,4,6,47,Low,Escalated,CL-316,2,0.51,Negative,5,Initiate emergency restoration,,No
GRV-1485,2026-08-13T17:43:00,Web,Blocked drainage is creating a severe sanitation problem. A hospital nearby may be affected.,Drainage,Kukatpally,17.488863,78.416248,Storm Water & Drainage Department,7,7,4,9,7,67,Medium,In Progress,CL-440,5,0.5,Frustrated,19,Dispatch drainage crew,,No
GRV-1486,2026-08-02T06:13:00,Walk-in,No water supply in our locality for 5 days. A residential community may be affected.,Water Supply,Manikonda,17.408604,78.375805,Water Supply Department,9,7,3,7,8,70,High,Resolved,CL-103,6,0.71,Negative,13,Initiate emergency tanker support,11.7,No
GRV-1487,2026-07-16T17:00:00,Social Media,We are facing repeated power cuts in Kukatpally. A residential community may be affected.,Electricity,Kukatpally,17.48746,78.4146,Electricity Distribution Department,5,8,6,4,7,60,Medium,New,CL-409,3,0.35,Urgent,2,Escalate outage to field engineer,,No
GRV-1488,2026-08-15T09:11:00,Mobile App,The road near Banjara Hills has been damaged for 2 days. A high-footfall public area may be affected.,Roads,Banjara Hills,17.415634,78.435752,GHMC Roads Department,6,9,2,8,7,62,Medium,Resolved,CL-225,3,0.86,Urgent,37,Escalate to local engineering officer,29.7,No
GRV-1489,2026-08-16T00:46:00,Mobile App,A broken streetlight is creating a safety risk at night. A elderly resident may be affected.,Public Safety,Gachibowli,17.44132,78.346674,Public Safety Department,6,3,4,9,1,47,Low,Resolved,CL-247,0,0.66,Negative,4,Escalate to local safety officer,4.5,No
GRV-1490,2026-07-20T13:06:00,Web,Drain is blocked near Kondapur and water is accumulating. A pregnant resident may be affected.,Drainage,Kondapur,17.461454,78.363591,Storm Water & Drainage Department,4,8,2,9,2,48,Low,Assigned,CL-223,4,0.6,Negative,10,Clear blocked drain,,No
GRV-1491,2026-08-03T13:51:00,Mobile App,A damaged electric pole is creating a safety concern. A elderly resident may be affected.,Electricity,Gachibowli,17.441377,78.34995,Electricity Distribution Department,8,3,5,9,7,64,Medium,New,CL-163,5,0.83,Frustrated,7,Dispatch line inspection team,,No
GRV-1492,2026-07-21T20:13:00,Call Center,Water pressure has been very low in HITEC City since 4 days. A local shops may be affected.,Water Supply,HITEC City,17.440609,78.373868,Water Supply Department,5,3,5,6,1,42,Low,New,CL-145,6,0.63,Negative,17,Escalate to Zone Water Officer,,No
GRV-1493,2026-07-23T13:16:00,Call Center,Overflowing garbage bins are causing a hygiene issue.,Sanitation,Madhapur,17.451995,78.388323,Sanitation Department,8,5,9,7,8,74,High,New,CL-383,3,0.63,Frustrated,23,Inspect waste accumulation point,,No
GRV-1494,2026-07-30T09:23:00,Mobile App,There is an open road crack/pothole near a school in Miyapur. A high-footfall public area may be affected.,Roads,Miyapur,17.500016,78.360665,GHMC Roads Department,5,9,7,6,2,59,Medium,In Progress,CL-163,4,0.58,Frustrated,69,Schedule pothole repair,,No
GRV-1495,2026-07-24T12:42:00,Web,The storm-water drain near Mehdipatnam is overflowing. A hospital nearby may be affected.,Drainage,Mehdipatnam,17.394749,78.446087,Storm Water & Drainage Department,3,4,7,9,7,55,Medium,Assigned,CL-231,0,0.54,Urgent,17,Inspect storm-water line,,No
GRV-1496,2026-08-12T23:04:00,Call Center,There is an open road crack/pothole near a school in Gachibowli. A pregnant resident may be affected.,Roads,Gachibowli,17.437685,78.345297,GHMC Roads Department,4,7,5,9,2,52,Medium,Resolved,CL-281,6,0.74,Concerned,48,Escalate to local engineering officer,31.5,No
GRV-1497,2026-08-08T21:00:00,Web,Power has been out in our area for 5 hours. A residential community may be affected.,Electricity,Gachibowli,17.443267,78.352244,Electricity Distribution Department,7,5,8,3,1,53,Medium,Assigned,CL-303,6,0.36,Concerned,16,Dispatch line inspection team,,No
GRV-1498,2026-08-17T09:20:00,Walk-in,Garbage has not been collected in Dilsukhnagar for 1 days.,Sanitation,Dilsukhnagar,17.368747,78.525829,Sanitation Department,6,8,6,4,6,61,Medium,In Progress,CL-378,4,0.57,Concerned,43,Dispatch sanitation crew,,No
GRV-1499,2026-08-15T05:57:00,Web,Garbage has not been collected in Secunderabad for 1 days.,Sanitation,Secunderabad,17.437978,78.50058,Sanitation Department,4,3,7,8,7,54,Medium,Resolved,CL-114,1,0.44,Urgent,35,Dispatch sanitation crew,29.1,No
GRV-1500,2026-07-21T15:48:00,Web,Residents on our street are facing repeated water outages.,Water Supply,HITEC City,17.443674,78.375124,Water Supply Department,6,5,4,3,8,52,Medium,Resolved,CL-314,6,0.42,Negative,24,Initiate emergency tanker support,34.8,No
GRV-1501,2026-07-24T02:44:00,Web,An unsafe public area near Secunderabad has recurring incidents. A elderly resident may be affected.,Public Safety,Secunderabad,17.441264,78.498045,Public Safety Department,9,5,3,9,6,66,Medium,New,CL-254,5,0.71,Urgent,3,Initiate immediate risk mitigation,,No
GRV-1502,2026-08-05T20:06:00,Walk-in,Repeated complaints about the damaged road have not been resolved.,Roads,Gachibowli,17.443043,78.349008,GHMC Roads Department,7,9,7,8,5,72,High,New,CL-298,6,0.7,Frustrated,70,Escalate to local engineering officer,,No
GRV-1503,2026-07-16T00:57:00,Social Media,A broken road section is causing traffic problems near Kukatpally.,Roads,Kukatpally,17.484521,78.411925,GHMC Roads Department,7,8,3,3,8,60,Medium,New,CL-136,1,0.75,Negative,41,Dispatch road inspection team,,No
GRV-1504,2026-08-15T13:59:00,Mobile App,Uncollected waste is creating foul smell and health concerns. A residential community may be affected.,Sanitation,Kukatpally,17.485652,78.414037,Sanitation Department,5,3,9,4,6,54,Medium,New,CL-128,3,0.38,Negative,39,Escalate to sanitation supervisor,,No
GRV-1505,2026-07-27T02:14:00,Call Center,Heavy rain has caused waterlogging in Mehdipatnam.,Drainage,Mehdipatnam,17.396161,78.447368,Storm Water & Drainage Department,4,3,2,2,5,32,Low,Assigned,CL-114,0,0.39,Urgent,18,Clear blocked drain,,No
GRV-1506,2026-07-18T07:10:00,Web,Garbage has not been collected in Dilsukhnagar for 6 days. A elderly resident may be affected.,Sanitation,Dilsukhnagar,17.370128,78.524123,Sanitation Department,7,8,9,9,5,76,High,Assigned,CL-446,5,0.44,Urgent,23,Dispatch sanitation crew,,No
GRV-1507,2026-07-16T01:36:00,Mobile App,Repeated complaints about the damaged road have not been resolved. A school nearby may be affected.,Roads,Madhapur,17.450502,78.3883,GHMC Roads Department,6,7,2,5,4,50,Medium,Resolved,CL-242,6,0.41,Frustrated,55,Schedule pothole repair,69.2,No
GRV-1508,2026-08-12T15:54:00,Social Media,A damaged electric pole is creating a safety concern. A person with disability may be affected.,Electricity,Secunderabad,17.441726,78.494466,Electricity Distribution Department,6,3,7,9,5,59,Medium,In Progress,CL-145,6,0.83,Concerned,21,Initiate emergency restoration,,No
GRV-1509,2026-07-31T10:40:00,Walk-in,A large pothole has formed near Secunderabad and is dangerous for vehicles. A person with disability may be affected.,Roads,Secunderabad,17.443799,78.501309,GHMC Roads Department,8,8,8,9,6,78,High,Resolved,CL-430,1,0.75,Urgent,18,Barricade hazardous section,23.9,No
GRV-1510,2026-08-02T19:50:00,Call Center,Uncollected waste is creating foul smell and health concerns. A hospital nearby may be affected.,Sanitation,Dilsukhnagar,17.365682,78.520767,Sanitation Department,5,5,5,9,1,50,Medium,In Progress,CL-288,0,0.8,Concerned,41,Increase collection frequency,,No
GRV-1511,2026-07-24T14:18:00,Walk-in,Power interruption has affected homes and local shops. A senior citizens may be affected.,Electricity,Kukatpally,17.483718,78.416473,Electricity Distribution Department,4,5,9,4,2,49,Low,New,CL-201,0,0.36,Concerned,20,Dispatch line inspection team,,No
GRV-1512,2026-07-27T17:14:00,Walk-in,Uncollected waste is creating foul smell and health concerns. A child may be affected.,Sanitation,Jubilee Hills,17.431981,78.410835,Sanitation Department,3,8,6,9,3,55,Medium,In Progress,CL-407,0,0.58,Urgent,14,Dispatch sanitation crew,,No
GRV-1513,2026-07-28T08:05:00,Mobile App,Overflowing garbage bins are causing a hygiene issue.,Sanitation,Madhapur,17.447308,78.394507,Sanitation Department,4,8,5,4,3,48,Low,In Progress,CL-339,2,0.65,Frustrated,31,Escalate to sanitation supervisor,,No
GRV-1514,2026-08-04T00:01:00,Mobile App,Residents on our street are facing repeated water outages.,Water Supply,Kondapur,17.462422,78.363119,Water Supply Department,8,5,9,4,7,68,Medium,New,CL-222,3,0.58,Frustrated,23,Escalate to Zone Water Officer,,No
GRV-1515,2026-08-06T10:29:00,Web,Drain is blocked near Begumpet and water is accumulating.,Drainage,Begumpet,17.441968,78.464379,Storm Water & Drainage Department,6,4,8,7,1,54,Medium,New,CL-148,6,0.79,Frustrated,7,Inspect storm-water line,,No
GRV-1516,2026-07-21T03:14:00,Web,Drain is blocked near Mehdipatnam and water is accumulating.,Drainage,Mehdipatnam,17.398645,78.450989,Storm Water & Drainage Department,8,7,2,7,4,58,Medium,Assigned,CL-439,3,0.65,Urgent,10,Clear blocked drain,,No
GRV-1517,2026-07-28T03:25:00,Call Center,Residents on our street are facing repeated water outages. A elderly resident may be affected.,Water Supply,Madhapur,17.450873,78.392951,Water Supply Department,4,3,9,9,1,51,Medium,Resolved,CL-339,0,0.56,Frustrated,21,Dispatch field inspection team,26.2,No
GRV-1518,2026-07-19T14:37:00,Walk-in,We are facing repeated power cuts in Madhapur. A child may be affected.,Electricity,Madhapur,17.449881,78.388359,Electricity Distribution Department,8,8,5,9,8,76,High,Assigned,CL-103,5,0.51,Frustrated,17,Initiate emergency restoration,,No
GRV-1519,2026-07-21T06:29:00,Social Media,Power has been out in our area for 16 hours. A senior citizens may be affected.,Electricity,Madhapur,17.451147,78.391526,Electricity Distribution Department,3,7,6,2,8,50,Medium,Assigned,CL-291,2,0.84,Negative,16,Escalate outage to field engineer,,No
GRV-1520,2026-07-28T06:59:00,Walk-in,An unsafe public area near Charminar has recurring incidents.,Public Safety,Charminar,17.3653,78.475547,Public Safety Department,5,8,7,5,3,57,Medium,New,CL-323,5,0.77,Concerned,8,Escalate to local safety officer,,No
GRV-1521,2026-08-15T14:10:00,Walk-in,The storm-water drain near Dilsukhnagar is overflowing. A child may be affected.,Drainage,Dilsukhnagar,17.367389,78.522552,Storm Water & Drainage Department,5,7,7,9,7,67,Medium,New,CL-165,6,0.37,Negative,13,Clear blocked drain,,No
GRV-1522,2026-08-11T06:53:00,Mobile App,No water supply in our locality for 7 days. A elderly resident may be affected.,Water Supply,Kondapur,17.465411,78.36529,Water Supply Department,5,3,2,9,2,42,Low,Resolved,CL-296,4,0.76,Frustrated,6,Escalate to Zone Water Officer,4.2,No
GRV-1523,2026-07-19T10:13:00,Social Media,The road near Madhapur has been damaged for 4 days. A person with disability may be affected.,Roads,Madhapur,17.448673,78.388076,GHMC Roads Department,4,6,5,9,2,50,Medium,Resolved,CL-304,5,0.69,Negative,14,Barricade hazardous section,19.0,No
GRV-1524,2026-07-31T09:55:00,Social Media,Residents are reporting a recurring public safety concern.,Public Safety,Kukatpally,17.483286,78.410743,Public Safety Department,7,5,7,6,3,58,Medium,In Progress,CL-164,5,0.59,Negative,3,Escalate to local safety officer,,No
GRV-1525,2026-07-25T15:54:00,Social Media,Our apartment has not received drinking water for 1 days.,Water Supply,Kukatpally,17.48648,78.410687,Water Supply Department,5,6,7,2,3,48,Low,Resolved,CL-214,4,0.39,Concerned,22,Initiate emergency tanker support,17.5,No
GRV-1526,2026-07-29T09:59:00,Social Media,Our street has repeated missed waste collection complaints. A pregnant resident may be affected.,Sanitation,Dilsukhnagar,17.372035,78.526325,Sanitation Department,5,9,2,9,3,55,Medium,New,CL-104,5,0.65,Urgent,15,Dispatch sanitation crew,,No
GRV-1527,2026-07-30T06:27:00,Mobile App,Uncollected waste is creating foul smell and health concerns. A residential community may be affected.,Sanitation,Banjara Hills,17.411772,78.431143,Sanitation Department,4,5,2,2,1,30,Low,Assigned,CL-448,5,0.62,Frustrated,42,Increase collection frequency,,No
GRV-1528,2026-07-21T05:07:00,Call Center,Water is entering homes due to drainage blockage. A residential community may be affected.,Drainage,Begumpet,17.442114,78.466345,Storm Water & Drainage Department,6,9,8,7,3,67,Medium,New,CL-431,4,0.73,Frustrated,20,Dispatch drainage crew,,No
GRV-1529,2026-07-17T18:08:00,Call Center,The road near Miyapur has been damaged for 5 days. A hospital nearby may be affected.,Roads,Miyapur,17.497719,78.360123,GHMC Roads Department,9,9,2,9,1,64,Medium,New,CL-112,0,0.79,Urgent,40,Schedule pothole repair,,No
GRV-1530,2026-07-30T23:49:00,Call Center,A large pothole has formed near Banjara Hills and is dangerous for vehicles. A elderly resident may be affected.,Roads,Banjara Hills,17.414151,78.435031,GHMC Roads Department,7,4,9,9,6,70,High,Assigned,CL-334,2,0.59,Urgent,47,Dispatch road inspection team,,No
GRV-1531,2026-08-19T03:50:00,Walk-in,Our apartment has not received drinking water for 6 days. A elderly resident may be affected.,Water Supply,HITEC City,17.444699,78.37683,Water Supply Department,4,9,5,9,5,61,Medium,New,CL-153,5,0.42,Urgent,10,Dispatch field inspection team,,No
GRV-1532,2026-07-31T15:24:00,Mobile App,Residents on our street are facing repeated water outages. A hospital nearby may be affected.,Water Supply,Gachibowli,17.441379,78.34916,Water Supply Department,9,3,2,9,5,58,Medium,New,CL-105,6,0.62,Frustrated,20,Inspect local pipeline/network,,No
GRV-1533,2026-08-16T10:03:00,Call Center,Our apartment has not received drinking water for 1 days.,Water Supply,Kukatpally,17.487768,78.417304,Water Supply Department,7,4,2,4,7,50,Medium,In Progress,CL-438,5,0.77,Frustrated,9,Initiate emergency tanker support,,No
GRV-1534,2026-08-07T11:18:00,Call Center,A damaged electric pole is creating a safety concern.,Electricity,Uppal,17.399894,78.562074,Electricity Distribution Department,4,4,2,4,5,38,Low,In Progress,CL-134,6,0.89,Negative,12,Dispatch line inspection team,,No
GRV-1535,2026-08-08T01:13:00,Social Media,Water pressure has been very low in HITEC City since 7 days. A residential community may be affected.,Water Supply,HITEC City,17.443912,78.380826,Water Supply Department,3,6,2,5,1,34,Low,New,CL-270,6,0.61,Concerned,19,Initiate emergency tanker support,,No
GRV-1536,2026-08-13T12:32:00,Mobile App,The road near Madhapur has been damaged for 3 days. A person with disability may be affected.,Roads,Madhapur,17.444787,78.393216,GHMC Roads Department,4,4,2,9,4,44,Low,Assigned,CL-341,1,0.7,Negative,67,Schedule pothole repair,,No
GRV-1537,2026-08-08T16:23:00,Mobile App,Uncollected waste is creating foul smell and health concerns. A person with disability may be affected.,Sanitation,Banjara Hills,17.411798,78.435556,Sanitation Department,3,3,9,9,2,50,Medium,New,CL-272,2,0.48,Negative,38,Inspect waste accumulation point,,No
GRV-1538,2026-08-18T19:20:00,Social Media,Uncollected waste is creating foul smell and health concerns. A elderly resident may be affected.,Sanitation,Kukatpally,17.486603,78.41732,Sanitation Department,5,3,6,9,3,51,Medium,Escalated,CL-400,1,0.41,Negative,44,Escalate to sanitation supervisor,,No
GRV-1539,2026-08-06T17:33:00,Social Media,Drain is blocked near Madhapur and water is accumulating.,Drainage,Madhapur,17.446645,78.389452,Storm Water & Drainage Department,4,7,8,6,2,54,Medium,Assigned,CL-120,5,0.68,Negative,20,Clear blocked drain,,No
GRV-1540,2026-07-25T03:28:00,Social Media,Waste is piling up near residential buildings in Jubilee Hills. A residential community may be affected.,Sanitation,Jubilee Hills,17.43056,78.410374,Sanitation Department,6,5,3,4,2,43,Low,New,CL-232,4,0.7,Concerned,38,Increase collection frequency,,No
GRV-1541,2026-07-15T23:10:00,Walk-in,Drain is blocked near Kukatpally and water is accumulating. A elderly resident may be affected.,Drainage,Kukatpally,17.486843,78.410811,Storm Water & Drainage Department,6,7,4,9,8,66,Medium,Assigned,CL-382,3,0.84,Urgent,9,Dispatch drainage crew,,No
GRV-1542,2026-07-29T16:57:00,Web,Power interruption has affected homes and local shops.,Electricity,Gachibowli,17.43669,78.352266,Electricity Distribution Department,6,6,7,3,7,59,Medium,In Progress,CL-384,0,0.73,Urgent,12,Initiate emergency restoration,,No
GRV-1543,2026-08-09T15:23:00,Mobile App,Transformer near Kukatpally appears overloaded and outages are frequent.,Electricity,Kukatpally,17.484969,78.414505,Electricity Distribution Department,8,4,4,7,2,54,Medium,In Progress,CL-312,4,0.83,Urgent,23,Dispatch line inspection team,,No
GRV-1544,2026-07-21T10:02:00,Social Media,Repeated complaints about the damaged road have not been resolved. A local shops may be affected.,Roads,Madhapur,17.446526,78.394537,GHMC Roads Department,7,7,8,4,6,66,Medium,Resolved,CL-310,1,0.52,Frustrated,64,Schedule pothole repair,84.9,No
GRV-1545,2026-07-19T20:59:00,Mobile App,Our apartment has not received drinking water for 2 days. A pregnant resident may be affected.,Water Supply,HITEC City,17.443917,78.37727,Water Supply Department,6,4,4,9,5,55,Medium,Escalated,CL-137,6,0.88,Concerned,13,Escalate to Zone Water Officer,,No
GRV-1546,2026-07-20T17:53:00,Web,No water supply in our locality for 5 days. A residential community may be affected.,Water Supply,Kukatpally,17.484455,78.413258,Water Supply Department,9,3,7,3,5,59,Medium,Assigned,CL-106,4,0.75,Frustrated,20,Inspect local pipeline/network,,No
GRV-1547,2026-07-27T02:29:00,Call Center,Our apartment has not received drinking water for 6 days.,Water Supply,Kondapur,17.464638,78.361007,Water Supply Department,8,9,5,7,2,66,Medium,Escalated,CL-136,2,0.43,Concerned,22,Dispatch field inspection team,,No
GRV-1548,2026-08-19T01:11:00,Web,A broken streetlight is creating a safety risk at night. A person with disability may be affected.,Public Safety,Charminar,17.365207,78.477557,Public Safety Department,7,6,5,9,4,62,Medium,Assigned,CL-141,3,0.6,Concerned,9,Escalate to local safety officer,,No
GRV-1549,2026-07-23T00:56:00,Walk-in,Water pressure has been very low in Gachibowli since 4 days. A elderly resident may be affected.,Water Supply,Gachibowli,17.440883,78.349247,Water Supply Department,8,5,8,9,4,70,High,Resolved,CL-325,5,0.61,Concerned,15,Inspect local pipeline/network,19.9,No
GRV-1550,2026-07-20T04:22:00,Walk-in,Water pipeline near Kondapur appears damaged and residents have no supply.,Water Supply,Kondapur,17.462308,78.366198,Water Supply Department,5,4,8,2,3,46,Low,Escalated,CL-323,5,0.87,Frustrated,18,Dispatch field inspection team,,No
GRV-1551,2026-07-17T15:17:00,Web,Garbage has not been collected in Madhapur for 2 days. A senior citizens may be affected.,Sanitation,Madhapur,17.446768,78.390778,Sanitation Department,5,5,7,5,7,57,Medium,Escalated,CL-409,2,0.58,Frustrated,43,Increase collection frequency,,No
GRV-1552,2026-07-30T09:49:00,Mobile App,Heavy rain has caused waterlogging in Kondapur. A high-footfall public area may be affected.,Drainage,Kondapur,17.460397,78.362288,Storm Water & Drainage Department,3,8,2,8,7,52,Medium,New,CL-115,2,0.77,Negative,23,Clear blocked drain,,No
GRV-1553,2026-07-19T16:32:00,Mobile App,The storm-water drain near Mehdipatnam is overflowing. A school nearby may be affected.,Drainage,Mehdipatnam,17.397252,78.451505,Storm Water & Drainage Department,4,7,5,2,1,40,Low,Resolved,CL-206,4,0.76,Negative,18,Dispatch drainage crew,3.1,No
GRV-1554,2026-08-16T20:46:00,Social Media,Our street has repeated missed waste collection complaints. A child may be affected.,Sanitation,Dilsukhnagar,17.372152,78.521464,Sanitation Department,8,5,3,9,2,56,Medium,New,CL-338,5,0.62,Negative,38,Escalate to sanitation supervisor,,No
GRV-1555,2026-08-08T22:30:00,Walk-in,There is an open road crack/pothole near a school in Banjara Hills. A local shops may be affected.,Roads,Banjara Hills,17.416088,78.434567,GHMC Roads Department,3,5,6,5,4,44,Low,Assigned,CL-140,5,0.49,Negative,36,Barricade hazardous section,,No
GRV-1556,2026-07-31T02:30:00,Web,Transformer near Gachibowli appears overloaded and outages are frequent.,Electricity,Gachibowli,17.436863,78.346254,Electricity Distribution Department,8,3,9,3,1,54,Medium,New,CL-236,3,0.77,Frustrated,20,Initiate emergency restoration,,No
GRV-1557,2026-07-29T17:53:00,Walk-in,Water is entering homes due to drainage blockage.,Drainage,Kondapur,17.464471,78.362845,Storm Water & Drainage Department,7,8,5,2,8,62,Medium,New,CL-353,5,0.57,Concerned,10,Clear blocked drain,,No
GRV-1558,2026-07-15T21:10:00,Walk-in,The storm-water drain near Mehdipatnam is overflowing. A residential community may be affected.,Drainage,Mehdipatnam,17.399158,78.446909,Storm Water & Drainage Department,6,7,3,2,7,52,Medium,Escalated,CL-164,6,0.55,Negative,22,Escalate flooding risk to engineering team,,No
GRV-1559,2026-08-08T09:41:00,Social Media,A damaged electric pole is creating a safety concern. A elderly resident may be affected.,Electricity,Madhapur,17.451916,78.39047,Electricity Distribution Department,3,6,6,9,5,54,Medium,New,CL-252,2,0.68,Concerned,7,Escalate outage to field engineer,,No
GRV-1560,2026-07-15T13:19:00,Walk-in,We are facing repeated power cuts in Secunderabad. A local shops may be affected.,Electricity,Secunderabad,17.438548,78.494789,Electricity Distribution Department,9,6,2,4,7,60,Medium,New,CL-337,0,0.43,Urgent,24,Initiate emergency restoration,,No
GRV-1561,2026-08-01T12:59:00,Web,The storm-water drain near Kondapur is overflowing.,Drainage,Kondapur,17.462241,78.361524,Storm Water & Drainage Department,4,5,6,8,7,56,Medium,In Progress,CL-251,6,0.55,Concerned,14,Clear blocked drain,,No
GRV-1562,2026-08-17T18:14:00,Mobile App,Waste is piling up near residential buildings in Jubilee Hills.,Sanitation,Jubilee Hills,17.429919,78.410097,Sanitation Department,7,8,8,4,5,66,Medium,New,CL-237,0,0.46,Frustrated,25,Inspect waste accumulation point,,No
GRV-1563,2026-08-04T13:22:00,Social Media,Water pipeline near Madhapur appears damaged and residents have no supply.,Water Supply,Madhapur,17.451038,78.395143,Water Supply Department,5,5,3,3,7,46,Low,Resolved,CL-118,5,0.77,Frustrated,15,Inspect local pipeline/network,8.5,No
GRV-1564,2026-07-30T22:54:00,Social Media,There is a hazardous open section near a school.,Public Safety,Banjara Hills,17.41861,78.438065,Public Safety Department,5,8,3,6,7,56,Medium,Resolved,CL-357,6,0.45,Concerned,9,Escalate to local safety officer,6.0,No
GRV-1565,2026-07-26T03:32:00,Call Center,We are facing repeated power cuts in Kondapur. A residential community may be affected.,Electricity,Kondapur,17.462633,78.363886,Electricity Distribution Department,7,4,2,6,5,50,Medium,In Progress,CL-123,2,0.4,Concerned,2,Escalate outage to field engineer,,No
GRV-1566,2026-08-10T11:57:00,Mobile App,Our street has repeated missed waste collection complaints.,Sanitation,Dilsukhnagar,17.365463,78.527373,Sanitation Department,8,6,9,3,8,70,High,Escalated,CL-108,0,0.37,Negative,21,Dispatch sanitation crew,,No
GRV-1567,2026-08-09T08:46:00,Walk-in,Residents on our street are facing repeated water outages. A pregnant resident may be affected.,Water Supply,Gachibowli,17.442802,78.350257,Water Supply Department,9,4,2,9,6,62,Medium,In Progress,CL-303,1,0.83,Concerned,17,Dispatch field inspection team,,No
GRV-1568,2026-07-15T11:19:00,Walk-in,A large pothole has formed near Banjara Hills and is dangerous for vehicles. A child may be affected.,Roads,Banjara Hills,17.416145,78.43627,GHMC Roads Department,3,5,5,9,7,53,Medium,In Progress,CL-119,6,0.69,Urgent,29,Escalate to local engineering officer,,No
